station_id,series,index,p_value,coef,trend_over_index_range,pearson_r2_percent
01118500,2_largest,amo,0.9093540835864651,-0.5467974572904852,-0.02608212934840215,0.0921245454480752
01118500,2_largest,nao_winter_lag1,0.0,-10.404023676786993,-0.9999999690115676,47.4065333942141
01118500,2_largest,pdo,0.9403919700651777,0.07862371475617265,0.014879281476603785,0.03987076986065945
01118500,2_largest,pna,0.0,219.4997206711056,0.99999994354137,26.454666259500275
01118500,2_largest,enso_soi,0.2463131269795813,1.8092439222140866,0.24616965784289743,6.492673222068116
01118500,2_largest,mei,0.4101360406898471,-1.2718306375335553,-0.1957966118072128,3.625071483452554
01118500,2_largest,ao,0.0,-15.354468458417024,-1.00000107999431,53.80629336530557
01118500,10_largest,amo,0.1434449378547693,3.7427394331955575,0.5890019528026299,18.60466619168701
01118500,10_largest,nao_winter_lag1,0.13734790002298536,-1.0568919240697634,-0.7278142666652516,20.998519594955642
01118500,10_largest,pdo,0.4063335735718028,-0.8095877186209197,-0.23814874002835207,5.1233887828375195
01118500,10_largest,pna,0.04545164953639369,5.3386159734147105,0.7078120080708639,22.2577386584446
01118500,10_largest,enso_soi,0.5995086552692206,0.6173089602602866,0.16827154975057165,1.9078043709107564
01118500,10_largest,mei,0.7487233929312853,-0.3353570827897611,-0.11182847385551206,0.7188700706990918
01118500,10_largest,ao,0.09127270161192524,-2.20689664151686,-0.8753849408161819,25.455131640966332
